금융회사명,상품명,가입방법,만기이자,우대조건,가입대상,금리유형,적립유형,저축기간(개월),기본금리(%),최고우대금리(%)
BNK저축은행,정기적금,"영업점,인터넷,스마트폰","* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,제한없음,복리,정액적립식,6,2.8,2.8
BNK저축은행,정기적금,"영업점,인터넷,스마트폰","* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,제한없음,복리,정액적립식,12,3.3,3.3
BNK저축은행,정기적금,"영업점,인터넷,스마트폰","* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,제한없음,복리,정액적립식,24,3.4,3.4
BNK저축은행,정기적금,"영업점,인터넷,스마트폰","* 1개월내 
: 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용
* 1개월이후
: 보통예금 금리 적용",없음,제한없음,복리,정액적립식,36,3.5,3.5
CK저축은행,정기적금,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,복리,자유적립식,6,3.5,3.5
CK저축은행,정기적금,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,6,2.0,2.0
CK저축은행,정기적금,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,복리,정액적립식,6,1.6,1.6
CK저축은행,정기적금,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,복리,자유적립식,12,3.7,3.7
CK저축은행,정기적금,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,12,3.5,3.5
CK저축은행,정기적금,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,복리,자유적립식,24,3.6,3.6
CK저축은행,정기적금,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,24,3.0,3.0
CK저축은행,정기적금,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,복리,정액적립식,24,3.5,3.5
CK저축은행,정기적금,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,복리,자유적립식,36,3.6,3.6
CK저축은행,정기적금,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,36,3.0,3.0
CK저축은행,정기적금,영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,복리,정액적립식,36,3.5,3.5
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,6,2.7,2.7
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,복리,자유적립식,6,3.5,3.5
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,6,2.0,2.0
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,6,3.0,3.0
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,6,2.5,2.5
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,12,3.1,3.1
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,복리,자유적립식,12,3.7,3.7
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,12,3.5,3.5
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,12,3.0,3.0
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,12,3.8,3.8
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,12,2.9,2.9
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,24,2.6,2.6
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,24,3.6,3.6
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,24,3.2,3.2
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,24,2.9,2.9
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,36,2.1,2.1
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,36,3.6,3.6
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,36,3.2,3.2
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,36,3.3,3.3
CK저축은행,"정기적금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,제한없음,단리,정액적립식,36,2.9,2.9
DH저축은행,정기적금,영업점,"- 1개월이하 : 약정이율 범위 내 현행이율
- 1개월초과 : 보통예금 이율",없음,제한없음,복리,정액적립식,6,3.0,3.0
DH저축은행,정기적금,영업점,"- 1개월이하 : 약정이율 범위 내 현행이율
- 1개월초과 : 보통예금 이율",없음,제한없음,복리,정액적립식,12,4.0,4.0
DH저축은행,정기적금,영업점,"- 1개월이하 : 약정이율 범위 내 현행이율
- 1개월초과 : 보통예금 이율",없음,제한없음,복리,정액적립식,24,4.1,4.1
DH저축은행,정기적금,영업점,"- 1개월이하 : 약정이율 범위 내 현행이율
- 1개월초과 : 보통예금 이율",없음,제한없음,복리,정액적립식,36,4.1,4.1
DH저축은행,정기적금(비대면),"인터넷,스마트폰","- 1개월이하 : 약정이율 범위 내 현행이율
- 1개월초과 : 보통예금 이율",없음,제한없음,단리,정액적립식,6,3.0,3.0
DH저축은행,정기적금(비대면),"인터넷,스마트폰","- 1개월이하 : 약정이율 범위 내 현행이율
- 1개월초과 : 보통예금 이율",없음,제한없음,단리,정액적립식,12,4.0,4.0
DH저축은행,정기적금(비대면),"인터넷,스마트폰","- 1개월이하 : 약정이율 범위 내 현행이율
- 1개월초과 : 보통예금 이율",없음,제한없음,단리,정액적립식,24,4.1,4.1
DH저축은행,정기적금(비대면),"인터넷,스마트폰","- 1개월이하 : 약정이율 범위 내 현행이율
- 1개월초과 : 보통예금 이율",없음,제한없음,단리,정액적립식,36,4.1,4.1
HB저축은행,e-정기적금,인터넷,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,6,2.2,2.2
HB저축은행,e-정기적금,인터넷,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,복리,정액적립식,12,4.0,4.0
HB저축은행,e-정기적금,인터넷,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,12,2.3,2.3
HB저축은행,e-정기적금,인터넷,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,12,3.7,3.7
HB저축은행,e-정기적금,인터넷,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,복리,정액적립식,24,4.0,4.0
HB저축은행,e-정기적금,인터넷,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,24,2.4,2.4
HB저축은행,e-정기적금,인터넷,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,24,3.8,3.8
HB저축은행,e-정기적금,인터넷,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,복리,정액적립식,36,4.0,4.0
HB저축은행,e-정기적금,인터넷,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,36,2.5,2.5
HB저축은행,e-정기적금,인터넷,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,36,3.9,3.9
HB저축은행,스마트 정기적금,스마트폰,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,6,2.0,2.0
HB저축은행,스마트 정기적금,스마트폰,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,6,2.3,2.3
HB저축은행,스마트 정기적금,스마트폰,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,12,4.0,4.0
HB저축은행,스마트 정기적금,스마트폰,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,12,2.7,2.7
HB저축은행,스마트 정기적금,스마트폰,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,12,2.4,2.4
HB저축은행,스마트 정기적금,스마트폰,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,24,4.0,4.0
HB저축은행,스마트 정기적금,스마트폰,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,24,2.7,2.7
HB저축은행,스마트 정기적금,스마트폰,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,24,2.5,2.5
HB저축은행,스마트 정기적금,스마트폰,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,36,4.0,4.0
HB저축은행,스마트 정기적금,스마트폰,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,36,2.7,2.7
HB저축은행,스마트 정기적금,스마트폰,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,36,2.6,2.6
HB저축은행,정기적금,영업점,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,12,3.8,3.8
HB저축은행,정기적금,영업점,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,24,3.8,3.8
HB저축은행,정기적금,영업점,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",해당사항없음,제한없음,단리,정액적립식,36,3.8,3.8
IBK저축은행,IBKSB 사랑애 얼라 정기 적금,영업점,"- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율","① 출산예정인자-배우자 포함(0.2%)
② 당해연도 출생한 부모(0.3%)
③ 미성년자 자녀가 있는 한부모 가정의 부모(0.3%)
④ 핵심예금 자동이체 신청시 0.1%",① 출산예정인자-배우자 포함 ② 당해연도 출생한 부모 ③ 미성년자 자녀가 있는 한부모 가정의 부모,단리,정액적립식,6,2.5,2.5
IBK저축은행,IBKSB 사랑애 얼라 정기 적금,영업점,"- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율","① 출산예정인자-배우자 포함(0.2%)
② 당해연도 출생한 부모(0.3%)
③ 미성년자 자녀가 있는 한부모 가정의 부모(0.3%)
④ 핵심예금 자동이체 신청시 0.1%",① 출산예정인자-배우자 포함 ② 당해연도 출생한 부모 ③ 미성년자 자녀가 있는 한부모 가정의 부모,단리,정액적립식,12,3.8,3.8
IBK저축은행,IBKSB 사랑애 얼라 정기 적금,영업점,"- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율","① 출산예정인자-배우자 포함(0.2%)
② 당해연도 출생한 부모(0.3%)
③ 미성년자 자녀가 있는 한부모 가정의 부모(0.3%)
④ 핵심예금 자동이체 신청시 0.1%",① 출산예정인자-배우자 포함 ② 당해연도 출생한 부모 ③ 미성년자 자녀가 있는 한부모 가정의 부모,단리,정액적립식,24,3.5,3.5
IBK저축은행,IBKSB 사랑애 얼라 정기 적금,영업점,"- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율","① 출산예정인자-배우자 포함(0.2%)
② 당해연도 출생한 부모(0.3%)
③ 미성년자 자녀가 있는 한부모 가정의 부모(0.3%)
④ 핵심예금 자동이체 신청시 0.1%",① 출산예정인자-배우자 포함 ② 당해연도 출생한 부모 ③ 미성년자 자녀가 있는 한부모 가정의 부모,단리,정액적립식,36,3.5,3.5
IBK저축은행,참똑똑한IBK저축은행정기적금,"영업점,인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",복리,정액적립식,6,2.5,2.5
IBK저축은행,참똑똑한IBK저축은행정기적금,"영업점,인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",복리,정액적립식,12,3.8,3.8
IBK저축은행,참똑똑한IBK저축은행정기적금,"영업점,인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",복리,정액적립식,24,3.5,3.5
IBK저축은행,참똑똑한IBK저축은행정기적금,"영업점,인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",복리,정액적립식,36,3.0,3.0
IBK저축은행,참똑똑한IBK저축은행정기적금(비대면),"인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",복리,정액적립식,6,2.5,2.5
IBK저축은행,참똑똑한IBK저축은행정기적금(비대면),"인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",복리,정액적립식,12,3.8,3.8
IBK저축은행,참똑똑한IBK저축은행정기적금(비대면),"인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",복리,정액적립식,24,3.5,3.5
IBK저축은행,참똑똑한IBK저축은행정기적금(비대면),"인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",복리,정액적립식,36,3.0,3.0
IBK저축은행,참똑똑한IBK저축은행정기적금정기적금(인터넷뱅킹),"인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",단리,정액적립식,6,2.5,2.5
IBK저축은행,참똑똑한IBK저축은행정기적금정기적금(인터넷뱅킹),"인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",단리,정액적립식,12,3.8,3.8
IBK저축은행,참똑똑한IBK저축은행정기적금정기적금(인터넷뱅킹),"인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",단리,정액적립식,24,3.5,3.5
IBK저축은행,참똑똑한IBK저축은행정기적금정기적금(인터넷뱅킹),"인터넷,스마트폰","- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율

- 만기경과 1개월 초과 : 보통예금 이율",없음,"제한없음 (단,비거주 외국인 제외)",단리,정액적립식,36,3.0,3.0
JT저축은행,정기적금,"영업점,인터넷,스마트폰","- 1개월 이내 : 예치시점 약정금리
- 1개월 초과 : 0.1%",없음,제한없음,단리,정액적립식,6,2.5,2.5
JT저축은행,정기적금,"영업점,인터넷,스마트폰","- 1개월 이내 : 예치시점 약정금리
- 1개월 초과 : 0.1%",없음,제한없음,단리,정액적립식,6,2.0,2.0
JT저축은행,정기적금,"영업점,인터넷,스마트폰","- 1개월 이내 : 예치시점 약정금리
- 1개월 초과 : 0.1%",없음,제한없음,단리,정액적립식,12,3.0,3.0
JT저축은행,정기적금,"영업점,인터넷,스마트폰","- 1개월 이내 : 예치시점 약정금리
- 1개월 초과 : 0.1%",없음,제한없음,단리,자유적립식,12,3.5,3.5
JT저축은행,정기적금,"영업점,인터넷,스마트폰","- 1개월 이내 : 예치시점 약정금리
- 1개월 초과 : 0.1%",없음,제한없음,단리,정액적립식,12,2.2,2.2
JT저축은행,정기적금,"영업점,인터넷,스마트폰","- 1개월 이내 : 예치시점 약정금리
- 1개월 초과 : 0.1%",없음,제한없음,단리,정액적립식,24,2.5,2.5
JT저축은행,정기적금,"영업점,인터넷,스마트폰","- 1개월 이내 : 예치시점 약정금리
- 1개월 초과 : 0.1%",없음,제한없음,단리,자유적립식,24,4.0,4.0
JT저축은행,정기적금,"영업점,인터넷,스마트폰","- 1개월 이내 : 예치시점 약정금리
- 1개월 초과 : 0.1%",없음,제한없음,단리,정액적립식,24,2.3,2.3
JT저축은행,정기적금,"영업점,인터넷,스마트폰","- 1개월 이내 : 예치시점 약정금리
- 1개월 초과 : 0.1%",없음,제한없음,단리,정액적립식,36,2.6,2.6
JT저축은행,정기적금,"영업점,인터넷,스마트폰","- 1개월 이내 : 예치시점 약정금리
- 1개월 초과 : 0.1%",없음,제한없음,단리,정액적립식,36,2.3,2.3
JT친애저축은행,JT쩜피플러스 정기적금,영업점,"- 1개월 이내 해지시 : 약정이율 적용
- 1개월 초과 이후 해지시 : 보통예금 금리 적용","- 반려견을 키우는 고객대상으로 반려견과 함께 찍은 사진 제시
(스마트폰으로 확인 가능)
- 본인외 대리인 개설 불가",반려견을 키우는 고객,단리,정액적립식,12,3.7,3.7
JT친애저축은행,JT쩜피플러스 정기적금,영업점,"- 1개월 이내 해지시 : 약정이율 적용
- 1개월 초과 이후 해지시 : 보통예금 금리 적용","- 반려견을 키우는 고객대상으로 반려견과 함께 찍은 사진 제시
(스마트폰으로 확인 가능)
- 본인외 대리인 개설 불가",반려견을 키우는 고객,단리,정액적립식,24,2.7,2.7
JT친애저축은행,비대면 정기적금,스마트폰,"-1개월 이내 해지시 : 약정이율 적용 
-1개월 초과 이후 해지시 : 보통예금 금리 적용",-,제한없음,단리,정액적립식,6,2.0,2.0
JT친애저축은행,비대면 정기적금,스마트폰,"-1개월 이내 해지시 : 약정이율 적용 
-1개월 초과 이후 해지시 : 보통예금 금리 적용",-,제한없음,단리,정액적립식,12,3.7,3.7
JT친애저축은행,비대면 정기적금,스마트폰,"-1개월 이내 해지시 : 약정이율 적용 
-1개월 초과 이후 해지시 : 보통예금 금리 적용",-,제한없음,단리,정액적립식,24,3.8,3.8
JT친애저축은행,비대면 정기적금,스마트폰,"-1개월 이내 해지시 : 약정이율 적용 
-1개월 초과 이후 해지시 : 보통예금 금리 적용",-,제한없음,단리,정액적립식,36,2.8,2.8
JT친애저축은행,정기적금,"영업점,인터넷","-1개월 이내 해지시 : 약정이율 적용 
-1개월 초과 이후 해지시 : 보통예금 금리 적용",-,제한없음,단리,정액적립식,6,2.0,2.0
JT친애저축은행,정기적금,"영업점,인터넷","-1개월 이내 해지시 : 약정이율 적용 
-1개월 초과 이후 해지시 : 보통예금 금리 적용",-,제한없음,단리,정액적립식,12,3.6,3.6
JT친애저축은행,정기적금,"영업점,인터넷","-1개월 이내 해지시 : 약정이율 적용 
-1개월 초과 이후 해지시 : 보통예금 금리 적용",-,제한없음,단리,정액적립식,24,3.7,3.7
JT친애저축은행,정기적금,"영업점,인터넷","-1개월 이내 해지시 : 약정이율 적용 
-1개월 초과 이후 해지시 : 보통예금 금리 적용",-,제한없음,단리,정액적립식,36,2.7,2.7
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,6,3.0,3.0
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,12,3.8,3.8
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,12,3.7,3.7
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,12,3.1,3.2
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,24,3.8,3.8
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,24,3.5,3.5
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,24,3.2,3.3
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,36,3.8,3.8
